user_id,num_train_ratings,train_corr,fixed_test_corr,good_test_corr,train_rmse,fixed_test_rmse,good_test_rmse,passed_redisplay,passed_arbitrary,ratings_accuracy,fixed_mpc_accuracy,good_mpc_accuracy
00376676-92e4-41ee-98b6-7f31c136824a,41,0.9954287251800801,0.9149860956956082,,0.0706495726264091,0.20818902693572927,0.5633489605426111,1,1,1.0,0.9,1.0
0095cf59-aef2-4e2b-8665-81714ca5561f,41,0.9967939537620976,0.335223530563291,0.957134033411057,0.09935674835355231,0.49628308846764513,0.6373891732805969,1,1,0.8,0.6,0.8
018ec89a-c5c9-455c-a686-b5a7c559bfbd,41,0.997461790890862,-0.11010907952212484,,0.06043954154283165,0.6071050247738419,0.4841297296008447,1,1,1.0,0.4,1.0
04122e5e-49ae-492f-97a7-f2933f383fc3,41,0.9952632576794622,0.5221040367608509,,0.10038090726000401,0.41853564476517835,0.26754607994377144,1,1,1.0,0.7,1.0
04b6b8ae-c946-4593-85bb-bb65801f966d,41,0.9967920341763531,0.7244285149172949,,0.06934533165798874,0.3557018024901266,0.3546656508787478,1,1,1.0,0.9,1.0
05a5079e-1ee4-40e4-99e7-54e28abd1ed7,41,0.7537276449728174,0.8019589269924581,,0.33202471480152623,0.3728728375473991,0.2976052817192785,1,1,1.0,0.8,1.0
06073735-3773-436b-b62d-6e5c3801e4b0,41,0.9988754935229518,0.2315840712636415,,0.07287626338264433,0.46376016224727257,0.3513014345813639,1,1,1.0,0.5,1.0
0698a044-bdf1-4689-88b1-b1434dbbeb3c,41,0.9969482503738171,0.46427776951265975,,0.08396268784655199,0.43709376036445574,0.3997858176972124,1,1,1.0,0.5,1.0
0ae9be85-17d6-4995-a2e9-0990215b7caa,41,0.9993423198730763,0.29142934958821776,0.33455055734812533,0.05451290606156979,0.4888852970891967,0.8513361154112401,0,1,0.6,0.5,0.6
0b5c93dc-f50d-4b52-8046-effd57d5c1f7,41,0.9948430894398649,0.6926558783827272,,0.06928543782614836,0.36320220936194625,0.5127380028773635,0,1,1.0,0.7,1.0
0d3677c1-169c-4542-ba6b-6e5cb6c846c6,41,0.9998754817411466,0.7707462137831531,,0.06423895776385084,0.41794459675849893,0.03216828858873424,1,1,1.0,0.8,1.0
0daf15e5-2749-47d7-8663-8d18c551c0ce,41,0.996630910762602,0.3207015477226498,,0.06257910530299877,0.4933647917599393,0.4746775712635702,0,1,1.0,0.5,1.0
0f1c2add-9b33-45b5-a984-b7273f03575e,41,0.9998687738204446,-0.35877845209401227,0.5103100653361914,0.05907759090437237,0.6001464806092203,0.6575497961055508,0,1,0.6,0.5,0.6
0f6df447-7fec-427d-ad05-c3f9e81085f9,41,0.9960363841526321,0.1651862175416446,-0.5607454946002113,0.07009729995720716,0.554288853777999,0.8916756576227101,1,1,0.8,0.6,0.8
11982ea1-16d4-4199-af1a-b0463d81bbd2,41,0.9985837964463306,-0.008290141436229637,-0.4314006136778979,0.05909027943309795,0.5240278780824976,0.8890381980821285,1,1,0.6,0.5,0.6
133281f2-66ea-4c78-9072-b45b96d3cfde,41,0.9990213136693263,-0.8418104149018475,,0.0458212091025733,0.7974271928444828,0.3550390407571106,1,1,1.0,0.1,1.0
15748827-453d-4164-82be-e065ed6f02b3,41,0.8136944096356444,0.5197729653389467,,0.29498358528144647,0.46053778077648927,0.38722333113513024,1,1,1.0,0.8,1.0
188c1781-cdfe-4571-ab90-d769e507e107,41,0.9999731106204253,-0.34479401580706753,0.7923751388063933,0.06206536133912313,0.5376745017974381,0.5626643797439526,1,1,0.6,0.5,0.6
1a3bf0b2-1423-4074-aa9e-b05116c82960,41,0.9984373658294722,0.6058330398675841,0.18388249153913236,0.06701169559617179,0.3724728445963319,0.6397875870456451,1,1,0.8,0.8,0.8
1d301a64-75e2-4c75-9d92-19d86bd53801,41,0.9968668570631971,0.7350661613655645,0.3991844240891274,0.06981273464683126,0.3657746951512574,0.7746675409318459,1,1,0.8,0.8,0.8
1d720920-20a8-4807-91d2-1a46fd3d6ef0,41,0.9990432224785659,-0.030312467516825592,-0.8203758294781045,0.06906818919748034,0.5714668858983334,0.8583155958870307,1,1,0.6,0.5,0.6
1db98897-12cb-4c0f-819f-df945beee1d2,41,0.6479393131209104,0.7969994713268039,,0.3878005069767723,0.36676799790944525,0.17780967951198876,1,1,1.0,0.9,1.0
1e30302f-086b-462a-b7cc-73a2e6ed2321,41,0.9989099859816977,0.2953366094597125,-0.863549875151923,0.05823496770087778,0.48758744418103034,0.6491429648414528,1,1,0.8,0.7,0.8
1f0c6cc8-d32b-4c71-8645-7c03c9295a06,41,0.992849387957793,0.3014770248818611,0.5596749722192327,0.09832188058659032,0.5279939624446534,0.6506235493981695,1,1,0.8,0.6,0.8
21554535-2495-4ac1-9423-f8cb304a7d16,41,0.9986156059634761,0.09606135645608382,,0.06659793821409014,0.5287688398001051,0.3560434748943126,0,1,1.0,0.6,1.0
247d9e09-1d7a-4102-83f3-8b643ad73bc7,41,0.9995920374471081,-0.441716544228148,,0.05869655394160251,0.5814370905523365,0.15078647646609217,1,1,1.0,0.5,1.0
253bcfcc-6103-41e6-9be1-2d4669ca2700,41,0.9946759890244923,0.8059857316463416,,0.07074226277860815,0.28560098750578694,0.439658144692105,1,1,1.0,0.9,1.0
2575874a-e9c4-471b-8914-6099d3b6706e,41,0.9977176346029296,0.2675901782455811,,0.07019396643252004,0.5274837619954336,0.30566238747546365,1,1,1.0,0.7,1.0
27322809-982e-43bc-8a41-b415ba8fcc69,41,0.8150018820449247,0.6703684301303022,,0.29391699539608607,0.42973205114011803,0.4132729866784056,1,1,1.0,0.7,1.0
278faee1-1679-498a-8268-75f0e4f29753,41,0.9996317706178504,0.08373190446681308,-0.9519072569386727,0.05699325020896599,0.5689376299056567,0.4852548885823327,0,1,0.8,0.5,0.8
289412b3-8d4a-4533-96ad-01b6cfd4d59a,41,0.9992695192878402,0.47787610043930145,0.5967978163134049,0.06898727975300122,0.44138389366124425,0.7476414432557295,1,1,0.6,0.7,0.6
2e31d993-d95a-4596-a422-86e3a3429abc,41,0.9981529838338106,0.5393662621178441,,0.0554916192117376,0.4348681647484975,0.45896354006134543,1,1,1.0,0.6,1.0
32d339a5-4c13-403c-95a9-bc7751e3eaf1,41,0.20292588820766325,0.35934112037122656,0.3034587881823059,0.521339695729847,0.3898394277541521,0.6006952936195223,1,1,0.6,0.8,0.6
36a0a9a7-097a-4e19-9358-88c8a15b4385,41,0.9988081737034977,0.7696721268823976,,0.0688033879736148,0.3398134117414938,0.24016951370267559,1,1,1.0,0.9,1.0
36da1c65-5bb9-43d2-b7d9-1a1e5045176a,41,0.9999859382477498,0.6661492666862514,-0.47734403063458125,0.060923888669528886,0.43821060165256137,0.4131860474121758,1,1,0.8,0.8,0.8
