Item_ID,URL,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10
53783866_010,https://rtdew1.github.io/placeholder.png,-0.171863873,-0.199184779,-0.303278781,0.026787482267553668,0.27834315243438146,-0.175329324,0.6107664547304129,0.26846212590092433,-0.16843379,0.3181774485985182
54228515_237,https://rtdew1.github.io/placeholder.png,-0.342072712,-0.197299383,0.18465604366624225,0.3127158377372478,-0.21042828,0.30132692526997457,-0.53999472,-0.121465108,-0.099738894,-0.035890659
54685284_000,https://rtdew1.github.io/placeholder.png,-0.573273125,0.057849559,-0.062240375,-0.051932692,0.398321892,-0.256612321,-0.106053515,-0.086790147,0.35529336351716406,-0.128792615
52190816_024,https://rtdew1.github.io/placeholder.png,-0.482867984,0.068910997,0.5292465517233385,0.2580113254858004,0.4714090315399582,-0.744538296,0.088232223,-0.045042861,-0.02646762,0.2843649836283195
55047476_000,https://rtdew1.github.io/placeholder.png,-0.556781061,0.06601921,-0.410282417,0.15113088363142868,-0.392366196,-0.009150833,-0.638716595,0.266602045,0.3857110620239553,0.090772939
53098158_001,https://rtdew1.github.io/placeholder.png,1.0849737124020469,0.3433959006799676,0.097133428,-0.002115561,-0.12818316,-0.238125893,0.14599504751868703,0.011325945941893165,0.15351336543845281,0.30828403182593644
51381697_010,https://rtdew1.github.io/placeholder.png,0.297063465,-0.524796211,-0.051733774,-0.362817445,0.07166879,0.3473273897485839,0.06963015,0.25954863008218626,-0.058892128,-0.496436129
4130074061001_015,https://rtdew1.github.io/placeholder.png,-0.499257876,-0.336772512,0.7380976147488201,-0.047308453,-0.400536858,0.9457519729872144,0.074499526,0.3007778442568873,0.13966293956013592,0.043332962
51523108_030,https://rtdew1.github.io/placeholder.png,0.2999936395255478,-0.268077202,-0.410500542,0.065268466,-0.004841292,-0.02029713,0.065808036,-0.006407202,-0.040331128,-0.058223575
4130339180024_001,https://rtdew1.github.io/placeholder.png,0.41062102250162336,0.5798565489242359,0.36841799787186724,-0.121307358,-0.26498584,-0.21025295,0.2091641342296058,0.164254033,0.035897065905772435,-0.309241854
53500989_001,https://rtdew1.github.io/placeholder.png,-0.247263014,0.3730653393109584,0.5241078599320719,-0.552683139,0.04681824,-0.025792476,0.4118176129058496,-0.077464317,-0.022537713,0.20174479
4130652010004_009,https://rtdew1.github.io/placeholder.png,0.005748117,-0.137455478,0.6702504798358548,0.5087926011554456,0.3020989222620875,0.14638362497553187,-0.490407074,0.17710245461630386,0.3498270481205694,-0.002342163
52299336_010,https://rtdew1.github.io/placeholder.png,-0.101019879,0.183298476,-0.48224062,-0.297834798,-0.052238536,0.388724794,-0.035994353,-0.097517509,0.28958225393071446,-0.282615029
54949805_072,https://rtdew1.github.io/placeholder.png,0.41876884657023006,-0.157362371,-0.322491825,-0.031661669,0.3335018942526291,-0.124954606,-0.136113283,0.2961985327569364,0.2612574985688656,0.2879690048081175
52294360_000,https://rtdew1.github.io/placeholder.png,-1.002998024,-0.39016288,0.543697908,0.23000472649732986,-0.243215042,-0.248684935,0.8069598288155531,-0.11337334,0.407620828,-0.566894045
52003043_066,https://rtdew1.github.io/placeholder.png,-0.590723942,0.5232594063872373,0.2658679266891736,-0.241812044,0.14896647209973501,0.3475549529889443,-0.100603542,0.048660253857009436,0.3127126903249979,0.23797000853209177
55212328_000,https://rtdew1.github.io/placeholder.png,0.26459826324434577,-0.146218213,-0.054284267,0.3410715100091359,0.5987913058405542,0.16199948648916013,-0.09299487,0.5256064148725828,0.17531768100566858,0.268193819
52304193_024,https://rtdew1.github.io/placeholder.png,0.2796038940917379,-0.223229103,-0.082418608,-0.324605129,-0.053745939,0.5147801481791822,0.2627008587310231,-0.439683493,0.4637330281847908,-0.163073328
4130348690025_041,https://rtdew1.github.io/placeholder.png,-0.27069116,0.44284107033817627,0.065106909,0.6464680864273806,-0.301841792,0.17162874868585734,-0.194664618,0.052339527807634754,-0.49998944,0.085189946
53331658_010,https://rtdew1.github.io/placeholder.png,-0.185997194,-0.140717723,-0.030059886,-0.228954986,0.3984133416623887,0.21865283519401546,0.20845606721468285,0.2356331434491181,0.3020286484576521,-0.028749274
51826048_031,https://rtdew1.github.io/placeholder.png,0.06715427,0.23005351576675437,0.3278836241852577,-0.372242322,0.6844488350443655,0.20100324465878322,0.15625438948761633,0.2321218609147866,0.5403092725835535,-0.076093219
51332419_000,https://rtdew1.github.io/placeholder.png,-0.573972773,0.004381061,-0.139552677,-0.164862088,0.49622859122464363,-0.61385512,0.1454129750524018,0.017001953800739864,-0.088952409,0.23828345745216983
